acc,tax_id,rank,name,total_count,self_count,ilevel,ileft,iright
SRR5788131,37124,species,Chikungunya virus,2,2,7,2585,2585
ERR14908664,37124,species,Chikungunya virus,2,2,9,4601,4601
SRR33295436,37124,species,Chikungunya virus,2,2,9,161,161
SRR28958409,37124,species,Chikungunya virus,2,2,9,246,246
ERR12706023,37124,species,Chikungunya virus,2,2,9,999,999
SRR26058784,37124,species,Chikungunya virus,2,2,9,176,176
SRR31917509,37124,species,Chikungunya virus,2,2,9,715,715
SRR14423564,37124,species,Chikungunya virus,2,2,9,344,344
ERR13479549,37124,species,Chikungunya virus,2,2,9,200,200
SRR5233663,37124,species,Chikungunya virus,2,2,9,420,420
SRR28903142,37124,species,Chikungunya virus,2,2,9,644,644
ERR5095033,37124,species,Chikungunya virus,2,2,9,213,213
SRR13346261,37124,species,Chikungunya virus,2,2,9,23,23
SRR038692,37124,species,Chikungunya virus,2,2,9,466,466
SRR10742245,37124,species,Chikungunya virus,2,2,9,677,677
SRR25033378,37124,species,Chikungunya virus,2,2,9,290,290
ERR12411109,37124,species,Chikungunya virus,2,2,9,1422,1422
ERR1395610,37124,species,Chikungunya virus,2,2,9,6101,6101
SRR28198890,37124,species,Chikungunya virus,2,2,9,455,455
SRR28028295,37124,species,Chikungunya virus,2,2,9,560,560
SRR32190914,37124,species,Chikungunya virus,2,2,9,765,765
ERR11834689,37124,species,Chikungunya virus,2,2,9,455,455
SRR070253,37124,species,Chikungunya virus,2,2,9,552,552
SRR27197451,37124,species,Chikungunya virus,2,2,9,256,256
SRR5346035,37124,species,Chikungunya virus,2,2,9,286,286
SRR18677626,37124,species,Chikungunya virus,2,2,9,566,566
SRR28397532,37124,species,Chikungunya virus,2,2,9,400,400
SRR26398696,37124,species,Chikungunya virus,2,2,9,329,329
SRR5520241,37124,species,Chikungunya virus,2,2,9,1751,1751
SRR23827076,37124,species,Chikungunya virus,2,2,9,142,142
SRR26264542,37124,species,Chikungunya virus,2,2,9,507,507
SRR18899407,37124,species,Chikungunya virus,2,2,9,964,964
SRR16316421,37124,species,Chikungunya virus,2,2,9,7508,7508
ERR11449469,37124,species,Chikungunya virus,2,2,9,135,135
SRR30912467,37124,species,Chikungunya virus,2,2,9,203,203
SRR28019783,37124,species,Chikungunya virus,2,2,9,367,367
ERR11746327,37124,species,Chikungunya virus,2,2,9,58,58
SRR13773094,37124,species,Chikungunya virus,2,2,9,156,156
SRR13365214,37124,species,Chikungunya virus,2,2,9,49,49
SRR14448083,37124,species,Chikungunya virus,2,2,9,774,774
SRR26454050,37124,species,Chikungunya virus,2,2,9,331,331
SRR5262327,37124,species,Chikungunya virus,2,2,7,406,406
SRR23344113,37124,species,Chikungunya virus,2,2,9,1925,1925
SRR28318609,37124,species,Chikungunya virus,2,2,9,90,90
SRR30768110,37124,species,Chikungunya virus,2,2,9,340,340
ERR13917339,37124,species,Chikungunya virus,2,2,9,57,57
SRR28318139,37124,species,Chikungunya virus,2,2,9,79,79
SRR23880804,37124,species,Chikungunya virus,2,2,9,265,265
SRR6350636,37124,species,Chikungunya virus,2,2,9,221,221
SRR640582,37124,species,Chikungunya virus,2,2,9,506,506
SRR30686008,37124,species,Chikungunya virus,2,2,9,976,976
SRR26129006,37124,species,Chikungunya virus,2,2,9,360,360
ERR14908966,37124,species,Chikungunya virus,2,2,9,2172,2172
DRR463629,37124,species,Chikungunya virus,2,2,9,277,277
SRR5241019,37124,species,Chikungunya virus,2,2,9,605,605
SRR4040069,37124,species,Chikungunya virus,2,2,9,465,465
SRR25662200,37124,species,Chikungunya virus,2,2,9,335,335
SRR6901064,37124,species,Chikungunya virus,2,2,6,116,116
SRR31934517,37124,species,Chikungunya virus,2,2,9,420,420
SRR11909681,37124,species,Chikungunya virus,2,2,9,261,261
SRR5219774,37124,species,Chikungunya virus,2,2,9,343,343
SRR13336066,37124,species,Chikungunya virus,2,2,9,68,68
SRR28298040,37124,species,Chikungunya virus,2,2,9,410,410
SRR30756618,37124,species,Chikungunya virus,2,2,9,464,464
SRR13346392,37124,species,Chikungunya virus,2,2,9,50,50
SRR28447142,37124,species,Chikungunya virus,2,2,9,410,410
SRR18899409,37124,species,Chikungunya virus,2,2,9,867,867
SRR13346041,37124,species,Chikungunya virus,2,2,9,41,41
SRR040497,37124,species,Chikungunya virus,2,2,9,441,441
ERR13917429,37124,species,Chikungunya virus,2,2,9,59,59
SRR32815170,37124,species,Chikungunya virus,2,2,9,360,360
SRR19423268,37124,species,Chikungunya virus,2,2,9,465,465
SRR7879853,37124,species,Chikungunya virus,2,2,6,52,52
SRR25248365,37124,species,Chikungunya virus,2,2,9,3355,3355
SRR29182525,37124,species,Chikungunya virus,2,2,9,349,349
SRR26185986,37124,species,Chikungunya virus,2,2,9,427,427
SRR4240287,37124,species,Chikungunya virus,2,2,7,440,440
SRR25836275,37124,species,Chikungunya virus,2,2,9,86,86
SRR26700181,37124,species,Chikungunya virus,2,2,9,626,626
SRR25419951,37124,species,Chikungunya virus,2,2,9,1163,1163
SRR25844701,37124,species,Chikungunya virus,2,2,9,287,287
SRR13346402,37124,species,Chikungunya virus,2,2,9,20,20
SRR33295500,37124,species,Chikungunya virus,2,2,9,242,242
SRR5679570,37124,species,Chikungunya virus,2,2,7,179,179
SRR33295424,37124,species,Chikungunya virus,2,2,9,222,222
ERR1750871,37124,species,Chikungunya virus,2,2,9,3278,3278
SRR13335257,37124,species,Chikungunya virus,2,2,9,32,32
SRR25419410,37124,species,Chikungunya virus,2,2,9,1479,1479
SRR30421469,37124,species,Chikungunya virus,2,2,9,295,295
ERR125532,37124,species,Chikungunya virus,2,2,9,360,360
ERR13925165,37124,species,Chikungunya virus,2,2,9,659,659
SRR22129583,37124,species,Chikungunya virus,2,2,9,2058,2058
SRR13336004,37124,species,Chikungunya virus,2,2,9,49,49
ERR11403756,37124,species,Chikungunya virus,2,2,9,433,433
SRR29852516,37124,species,Chikungunya virus,2,2,9,426,426
SRR20204199,37124,species,Chikungunya virus,2,2,9,308,308
SRR30681309,37124,species,Chikungunya virus,2,2,9,430,430
SRR25831806,37124,species,Chikungunya virus,2,2,9,80,80
ERR14909009,37124,species,Chikungunya virus,2,2,9,1476,1476
SRR29853920,37124,species,Chikungunya virus,2,2,9,393,393
SRR10511532,37124,species,Chikungunya virus,2,2,5,111,111
SRR32570066,37124,species,Chikungunya virus,2,2,9,264,264
SRR28347574,37124,species,Chikungunya virus,2,2,9,233,233
SRR19419674,37124,species,Chikungunya virus,2,2,9,369,369
SRR9924662,37124,species,Chikungunya virus,2,2,5,266,266
SRR30558039,37124,species,Chikungunya virus,2,2,9,3124,3124
SRR3583278,37124,species,Chikungunya virus,2,2,9,261,261
SRR32024877,37124,species,Chikungunya virus,2,2,9,984,984
SRR27408332,37124,species,Chikungunya virus,2,2,9,646,646
SRR13335792,37124,species,Chikungunya virus,2,2,9,32,32
SRR30912412,37124,species,Chikungunya virus,2,2,9,592,592
SRR25420066,37124,species,Chikungunya virus,2,2,9,834,834
SRR25688516,37124,species,Chikungunya virus,2,2,9,470,470
SRR6026575,37124,species,Chikungunya virus,2,2,9,968,968
SRR070943,37124,species,Chikungunya virus,2,2,9,454,454
SRR15831405,37124,species,Chikungunya virus,2,2,9,1193,1193
SRR25791979,37124,species,Chikungunya virus,2,2,9,53,53
SRR27843141,37124,species,Chikungunya virus,2,2,9,1141,1141
SRR17864747,37124,species,Chikungunya virus,2,2,9,995,995
SRR28288260,37124,species,Chikungunya virus,2,2,9,270,270
SRR28685716,37124,species,Chikungunya virus,2,2,9,603,603
SRR25430312,37124,species,Chikungunya virus,2,2,9,692,692
SRR13346296,37124,species,Chikungunya virus,2,2,9,64,64
SRR9880668,37124,species,Chikungunya virus,2,2,5,270,270
ERR5236784,37124,species,Chikungunya virus,2,2,9,1199,1199
SRR33295706,37124,species,Chikungunya virus,2,2,9,1117,1117
SRR13335668,37124,species,Chikungunya virus,2,2,9,33,33
SRR25037679,37124,species,Chikungunya virus,2,2,9,781,781
SRR6366132,37124,species,Chikungunya virus,2,2,9,216,216
SRR13346397,37124,species,Chikungunya virus,2,2,9,25,25
SRR26111772,37124,species,Chikungunya virus,2,2,9,336,336
SRR26312395,37124,species,Chikungunya virus,2,2,9,702,702
ERR3713927,37124,species,Chikungunya virus,2,2,9,244,244
SRR5919397,37124,species,Chikungunya virus,2,2,9,922,922
ERR048915,37124,species,Chikungunya virus,2,2,9,244,244
ERR7570021,37124,species,Chikungunya virus,2,2,9,396,396
SRR13335542,37124,species,Chikungunya virus,2,2,9,65,65
ERR2162229,37124,species,Chikungunya virus,2,2,9,191,191
ERR13925164,37124,species,Chikungunya virus,2,2,9,875,875
SRR28106151,37124,species,Chikungunya virus,2,2,9,345,345
SRR25735550,37124,species,Chikungunya virus,2,2,9,393,393
SRR28102258,37124,species,Chikungunya virus,2,2,9,276,276
SRR13346385,37124,species,Chikungunya virus,2,2,9,62,62
SRR25806294,37124,species,Chikungunya virus,2,2,9,34,34
SRR28358117,37124,species,Chikungunya virus,2,2,9,435,435
SRR19537109,37124,species,Chikungunya virus,2,2,9,726,726
SRR24949250,37124,species,Chikungunya virus,2,2,9,774,774
SRR26185975,37124,species,Chikungunya virus,2,2,9,444,444
SRR13346034,37124,species,Chikungunya virus,2,2,9,19,19
SRR28411328,37124,species,Chikungunya virus,2,2,9,339,339
SRR14664723,37124,species,Chikungunya virus,2,2,9,445,445
SRR19400119,37124,species,Chikungunya virus,2,2,9,314,314
SRR18134990,37124,species,Chikungunya virus,2,2,9,401,401
SRR14943713,37124,species,Chikungunya virus,2,2,9,276,276
SRR32015243,37124,species,Chikungunya virus,2,2,9,510,510
SRR12746118,37124,species,Chikungunya virus,2,2,9,776,776
SRR18533988,37124,species,Chikungunya virus,2,2,9,289,289
ERR8134777,37124,species,Chikungunya virus,2,2,9,859,859
SRR25852298,37124,species,Chikungunya virus,2,2,9,72,72
SRR29251234,37124,species,Chikungunya virus,2,2,9,573,573
SRR12849724,37124,species,Chikungunya virus,2,2,9,673,673
SRR15831356,37124,species,Chikungunya virus,2,2,9,956,956
SRR31627168,37124,species,Chikungunya virus,2,2,9,408,408
SRR6212959,37124,species,Chikungunya virus,2,2,9,353,353
SRR27482264,37124,species,Chikungunya virus,2,2,9,414,414
SRR2094641,37124,species,Chikungunya virus,2,2,7,288,288
SRR9281666,37124,species,Chikungunya virus,2,2,5,487,487
SRR30858090,37124,species,Chikungunya virus,2,2,9,358,358
SRR18533986,37124,species,Chikungunya virus,2,2,9,290,290
ERR14908967,37124,species,Chikungunya virus,2,2,9,7738,7738
SRR25687690,37124,species,Chikungunya virus,2,2,9,407,407
SRR25656891,37124,species,Chikungunya virus,2,2,9,958,958
SRR6456480,37124,species,Chikungunya virus,2,2,7,352,352
SRR26400246,37124,species,Chikungunya virus,2,2,9,220,220
ERR12143167,37124,species,Chikungunya virus,2,2,9,603,603
SRR31035453,37124,species,Chikungunya virus,2,2,9,502,502
SRR27400045,37124,species,Chikungunya virus,2,2,9,301,301
SRR28482757,37124,species,Chikungunya virus,2,2,9,1172,1172
ERR13917340,37124,species,Chikungunya virus,2,2,9,109,109
SRR31501507,37124,species,Chikungunya virus,2,2,9,209,209
SRR6026586,37124,species,Chikungunya virus,2,2,9,1475,1475
SRR11805702,37124,species,Chikungunya virus,2,2,5,454,454
SRR31414525,37124,species,Chikungunya virus,2,2,9,1129,1129
SRR31111894,37124,species,Chikungunya virus,2,2,9,677,677
SRR6428534,37124,species,Chikungunya virus,2,2,9,669,669
ERR3713915,37124,species,Chikungunya virus,2,2,9,257,257
SRR25790279,37124,species,Chikungunya virus,2,2,9,70,70
SRR13277048,37124,species,Chikungunya virus,2,2,9,19,19
SRR25803784,37124,species,Chikungunya virus,2,2,9,168,168
SRR13335920,37124,species,Chikungunya virus,2,2,9,47,47
SRR5639989,37124,species,Chikungunya virus,2,2,7,432,432
SRR31182295,37124,species,Chikungunya virus,2,2,9,288,288
SRR27386868,37124,species,Chikungunya virus,2,2,9,268,268
SRR30168018,37124,species,Chikungunya virus,2,2,9,503,503
SRR13364931,37124,species,Chikungunya virus,2,2,9,70,70
SRR18665542,37124,species,Chikungunya virus,2,2,9,173,173
ERR13868612,37124,species,Chikungunya virus,2,2,9,431,431
ERR12706017,37124,species,Chikungunya virus,2,2,9,1059,1059
ERR12686196,37124,species,Chikungunya virus,2,2,9,572,572
SRR19074389,37124,species,Chikungunya virus,2,2,9,216,216
SRR15887530,37124,species,Chikungunya virus,2,2,9,534,534
SRR29689802,37124,species,Chikungunya virus,2,2,9,326,326
SRR26244826,37124,species,Chikungunya virus,2,2,9,204,204
SRR28743978,37124,species,Chikungunya virus,2,2,9,618,618
SRR31918579,37124,species,Chikungunya virus,2,2,9,205,205
SRR30007351,37124,species,Chikungunya virus,2,2,9,170,170
ERR11894432,37124,species,Chikungunya virus,2,2,9,57,57
SRR27586261,37124,species,Chikungunya virus,2,2,9,1628,1628
SRR30911989,37124,species,Chikungunya virus,2,2,9,392,392
SRR13335930,37124,species,Chikungunya virus,2,2,9,27,27
SRR12244361,37124,species,Chikungunya virus,2,2,9,404,404
SRR15533153,37124,species,Chikungunya virus,2,2,9,1898,1898
SRR24997445,37124,species,Chikungunya virus,2,2,9,1174,1174
SRR28040254,37124,species,Chikungunya virus,2,2,9,1810,1810
SRR28397501,37124,species,Chikungunya virus,2,2,9,457,457
SRR13346159,37124,species,Chikungunya virus,2,2,9,22,22
SRR18899412,37124,species,Chikungunya virus,2,2,9,650,650
SRR19570838,37124,species,Chikungunya virus,2,2,9,368,368
SRR13335896,37124,species,Chikungunya virus,2,2,9,25,25
SRR30133334,37124,species,Chikungunya virus,2,2,9,383,383
SRR19034008,37124,species,Chikungunya virus,2,2,9,285,285
SRR5339546,37124,species,Chikungunya virus,2,2,9,1054,1054
ERR13697773,37124,species,Chikungunya virus,2,2,9,161,161
SRR25688257,37124,species,Chikungunya virus,2,2,9,673,673
SRR17464297,37124,species,Chikungunya virus,2,2,9,607,607
SRR13346087,37124,species,Chikungunya virus,2,2,9,20,20
SRR13335385,37124,species,Chikungunya virus,2,2,9,22,22
SRR31111856,37124,species,Chikungunya virus,2,2,9,566,566
ERR13594422,37124,species,Chikungunya virus,2,2,9,808,808
SRR32590142,37124,species,Chikungunya virus,2,2,9,337,337
SRR25806017,37124,species,Chikungunya virus,2,2,9,52,52
SRR32064473,37124,species,Chikungunya virus,2,2,9,825,825
SRR27106018,37124,species,Chikungunya virus,2,2,9,452,452
ERR10959777,37124,species,Chikungunya virus,2,2,9,305,305
SRR28447273,37124,species,Chikungunya virus,2,2,9,202,202
SRR18747247,37124,species,Chikungunya virus,2,2,9,379,379
SRR13644492,37124,species,Chikungunya virus,2,2,9,5176,5176
SRR28620376,37124,species,Chikungunya virus,2,2,9,470,470
ERR8050176,37124,species,Chikungunya virus,2,2,9,316,316
SRR32962343,37124,species,Chikungunya virus,2,2,9,680,680
SRR13335724,37124,species,Chikungunya virus,2,2,9,29,29
SRR28482993,37124,species,Chikungunya virus,2,2,9,1014,1014
SRR7879718,37124,species,Chikungunya virus,2,2,6,63,63
SRR18360605,37124,species,Chikungunya virus,2,2,9,398,398
SRR15598938,37124,species,Chikungunya virus,2,2,9,852,852
SRR15411457,37124,species,Chikungunya virus,2,2,9,873,873
SRR28482781,37124,species,Chikungunya virus,2,2,9,1179,1179
ERR14909260,37124,species,Chikungunya virus,2,2,9,5746,5746
SRR4119693,37124,species,Chikungunya virus,2,2,9,205,205
ERR13254250,37124,species,Chikungunya virus,2,2,9,9279,9279
SRR13365356,37124,species,Chikungunya virus,2,2,9,23,23
ERR2352300,37124,species,Chikungunya virus,2,2,9,3,3
SRR17864731,37124,species,Chikungunya virus,2,2,9,839,839
SRR27343692,37124,species,Chikungunya virus,2,2,9,115,115
SRR32786259,37124,species,Chikungunya virus,2,2,9,292,292
SRR28482842,37124,species,Chikungunya virus,2,2,9,1061,1061
ERR12074677,37124,species,Chikungunya virus,2,2,9,238,238
SRR28482988,37124,species,Chikungunya virus,2,2,9,750,750
SRR28878995,37124,species,Chikungunya virus,2,2,9,303,303
SRR33409256,37124,species,Chikungunya virus,2,2,9,345,345
SRR28104013,37124,species,Chikungunya virus,2,2,9,348,348
SRR29214112,37124,species,Chikungunya virus,2,2,9,450,450
SRR25164893,37124,species,Chikungunya virus,2,2,9,590,590
SRR12478199,37124,species,Chikungunya virus,2,2,9,994,994
SRR24952199,37124,species,Chikungunya virus,2,2,9,484,484
SRR27388232,37124,species,Chikungunya virus,2,2,9,426,426
SRR387419,37124,species,Chikungunya virus,2,2,9,512,512
SRR19267703,37124,species,Chikungunya virus,2,2,9,2300,2300
SRR21350025,37124,species,Chikungunya virus,2,2,9,533,533
SRR28318857,37124,species,Chikungunya virus,2,2,9,83,83
ERR13660355,37124,species,Chikungunya virus,2,2,9,609,609
SRR28842733,37124,species,Chikungunya virus,2,2,9,390,390
SRR28397502,37124,species,Chikungunya virus,2,2,9,481,481
SRR6412495,37124,species,Chikungunya virus,2,2,9,251,251
ERR022071,37124,species,Chikungunya virus,2,2,9,458,458
SRR12682206,37124,species,Chikungunya virus,2,2,9,834,834
ERR12043619,37124,species,Chikungunya virus,2,2,9,251,251
SRR515190,37124,species,Chikungunya virus,2,2,9,355,355
SRR9164941,37124,species,Chikungunya virus,2,2,5,5,5
ERR11894272,37124,species,Chikungunya virus,2,2,9,22,22
ERR11630833,37124,species,Chikungunya virus,2,2,9,1053,1053
SRR6246081,37124,species,Chikungunya virus,2,2,9,246,246
SRR8521527,37124,species,Chikungunya virus,2,2,6,131,131
SRR25687712,37124,species,Chikungunya virus,2,2,9,409,409
SRR25527451,37124,species,Chikungunya virus,2,2,9,619,619
SRR30910752,37124,species,Chikungunya virus,2,2,9,1573,1573
ERR14908931,37124,species,Chikungunya virus,2,2,9,7551,7551
SRR5338852,37124,species,Chikungunya virus,2,2,9,417,417
SRR29381352,37124,species,Chikungunya virus,2,2,9,240,240
SRR5680390,37124,species,Chikungunya virus,2,2,7,564,564
SRR26158137,37124,species,Chikungunya virus,2,2,9,289,289
SRR31545559,37124,species,Chikungunya virus,2,2,9,6841,6841
SRR6278776,37124,species,Chikungunya virus,2,2,9,3,3
SRR27164099,37124,species,Chikungunya virus,2,2,9,3714,3714
ERR13189826,37124,species,Chikungunya virus,2,2,9,317,317
SRR25833780,37124,species,Chikungunya virus,2,2,9,74,74
ERR7570019,37124,species,Chikungunya virus,2,2,9,349,349
SRR13712295,37124,species,Chikungunya virus,2,2,9,119,119
SRR28019788,37124,species,Chikungunya virus,2,2,9,464,464
SRR3021480,37124,species,Chikungunya virus,2,2,9,398,398
SRR29082484,37124,species,Chikungunya virus,2,2,9,2120,2120
ERR12952958,37124,species,Chikungunya virus,2,2,9,845,845
SRR18582978,37124,species,Chikungunya virus,2,2,9,797,797
SRR24977062,37124,species,Chikungunya virus,2,2,9,2323,2323
ERR13917305,37124,species,Chikungunya virus,2,2,9,22,22
ERR11552055,37124,species,Chikungunya virus,2,2,9,413,413
ERR9751987,37124,species,Chikungunya virus,2,2,9,4770,4770
SRR18582999,37124,species,Chikungunya virus,2,2,9,387,387
SRR25956046,37124,species,Chikungunya virus,2,2,9,2558,2558
SRR13277056,37124,species,Chikungunya virus,2,2,9,47,47
SRR24994174,37124,species,Chikungunya virus,2,2,9,2185,2185
SRR13346005,37124,species,Chikungunya virus,2,2,9,42,42
ERR7454559,37124,species,Chikungunya virus,2,2,9,349,349
SRR6010123,37124,species,Chikungunya virus,2,2,9,473,473
SRR28620398,37124,species,Chikungunya virus,2,2,9,355,355
SRR25585096,37124,species,Chikungunya virus,2,2,9,566,566
SRR5388536,37124,species,Chikungunya virus,2,2,9,973,973
SRR28439526,37124,species,Chikungunya virus,2,2,9,672,672
SRR10293190,37124,species,Chikungunya virus,2,2,5,172,172
ERR14752673,37124,species,Chikungunya virus,2,2,9,293,293
SRR10901479,37124,species,Chikungunya virus,2,2,6,242,242
SRR31015669,37124,species,Chikungunya virus,2,2,9,328,328
SRR5419963,37124,species,Chikungunya virus,2,2,9,268,268
SRR28710361,37124,species,Chikungunya virus,2,2,9,289,289
ERR14297475,37124,species,Chikungunya virus,2,2,9,147,147
SRR6013296,37124,species,Chikungunya virus,2,2,9,502,502
ERR11894437,37124,species,Chikungunya virus,2,2,9,81,81
SRR28083286,37124,species,Chikungunya virus,2,2,9,5344,5344
ERR12910420,37124,species,Chikungunya virus,2,2,9,556,556
SRR13335748,37124,species,Chikungunya virus,2,2,9,84,84
SRR26837327,37124,species,Chikungunya virus,2,2,9,785,785
ERR10103680,37124,species,Chikungunya virus,2,2,9,287,287
SRR13346438,37124,species,Chikungunya virus,2,2,9,49,49
SRR30006488,37124,species,Chikungunya virus,2,2,9,294,294
SRR8293713,37124,species,Chikungunya virus,2,2,6,171,171
SRR13364885,37124,species,Chikungunya virus,2,2,9,15,15
SRR042308,37124,species,Chikungunya virus,2,2,9,491,491
ERR12066584,37124,species,Chikungunya virus,2,2,9,251,251
SRR32834178,37124,species,Chikungunya virus,2,2,9,20,20
SRR32474175,37124,species,Chikungunya virus,2,2,9,252,252
SRR18557895,37124,species,Chikungunya virus,2,2,9,275,275
ERR8050179,37124,species,Chikungunya virus,2,2,9,323,323
SRR18577085,37124,species,Chikungunya virus,2,2,9,248,248
SRR25635788,37124,species,Chikungunya virus,2,2,9,57,57
SRR31342104,37124,species,Chikungunya virus,2,2,9,384,384
SRR065116,37124,species,Chikungunya virus,2,2,9,478,478
SRR25688496,37124,species,Chikungunya virus,2,2,9,429,429
SRR9215740,37124,species,Chikungunya virus,2,2,5,161,161
SRR33081650,37124,species,Chikungunya virus,2,2,9,578,578
SRR19277116,37124,species,Chikungunya virus,2,2,9,209,209
SRR641372,37124,species,Chikungunya virus,2,2,9,267,267
SRR13365175,37124,species,Chikungunya virus,2,2,9,46,46
SRR10074809,37124,species,Chikungunya virus,2,2,5,587,587
SRR13773125,37124,species,Chikungunya virus,2,2,9,153,153
SRR25752145,37124,species,Chikungunya virus,2,2,9,217,217
SRR393970,37124,species,Chikungunya virus,2,2,9,443,443
ERR12119454,37124,species,Chikungunya virus,2,2,9,290,290
SRR5031973,37124,species,Chikungunya virus,2,2,9,823,823
ERR13193706,37124,species,Chikungunya virus,2,2,9,400,400
ERR8050201,37124,species,Chikungunya virus,2,2,9,278,278
SRR30787658,37124,species,Chikungunya virus,2,2,9,169,169
SRR14631002,37124,species,Chikungunya virus,2,2,9,252,252
SRR6310010,37124,species,Chikungunya virus,2,2,9,818,818
SRR31674172,37124,species,Chikungunya virus,2,2,9,470,470
SRR3480367,37124,species,Chikungunya virus,2,2,9,271,271
ERR10959775,37124,species,Chikungunya virus,2,2,9,391,391
DRR000614,37124,species,Chikungunya virus,2,2,9,367,367
SRR31253612,37124,species,Chikungunya virus,2,2,9,1012,1012
SRR7879736,37124,species,Chikungunya virus,2,2,6,3,3
SRR11680492,37124,species,Chikungunya virus,2,2,5,263,263
SRR042303,37124,species,Chikungunya virus,2,2,9,418,418
ERR14908955,37124,species,Chikungunya virus,2,2,9,5939,5939
SRR27860544,37124,species,Chikungunya virus,2,2,9,642,642
SRR7879743,37124,species,Chikungunya virus,2,2,6,3,3
SRR640567,37124,species,Chikungunya virus,2,2,9,1413,1413
SRR24459075,37124,species,Chikungunya virus,2,2,9,269,269
ERR13917440,37124,species,Chikungunya virus,2,2,9,81,81
SRR13345861,37124,species,Chikungunya virus,2,2,9,41,41
ERR063460,37124,species,Chikungunya virus,2,2,9,510,510
SRR387417,37124,species,Chikungunya virus,2,2,9,535,535
SRR25844716,37124,species,Chikungunya virus,2,2,9,321,321
SRR25687768,37124,species,Chikungunya virus,2,2,9,426,426
SRR10003916,37124,species,Chikungunya virus,2,2,5,715,715
SRR21566637,37124,species,Chikungunya virus,2,2,9,2947,2947
DRR224569,37124,species,Chikungunya virus,2,2,9,298,298
SRR31362040,37124,species,Chikungunya virus,2,2,9,380,380
SRR20204201,37124,species,Chikungunya virus,2,2,9,289,289
SRR19267708,37124,species,Chikungunya virus,2,2,9,2469,2469
SRR6206814,37124,species,Chikungunya virus,2,2,9,254,254
ERR13925184,37124,species,Chikungunya virus,2,2,9,835,835
SRR23097956,37124,species,Chikungunya virus,2,2,9,1655,1655
SRR28333333,37124,species,Chikungunya virus,2,2,9,75,75
SRR13335230,37124,species,Chikungunya virus,2,2,9,29,29
SRR11459859,37124,species,Chikungunya virus,2,2,5,244,244
SRR072240,37124,species,Chikungunya virus,2,2,9,538,538
SRR31111833,37124,species,Chikungunya virus,2,2,9,843,843
SRR17259348,37124,species,Chikungunya virus,2,2,9,628,628
SRR28217390,37124,species,Chikungunya virus,2,2,9,3891,3891
DRR086982,37124,species,Chikungunya virus,2,2,9,451,451
SRR31111892,37124,species,Chikungunya virus,2,2,9,868,868
SRR31111906,37124,species,Chikungunya virus,2,2,9,772,772
SRR6841010,37124,species,Chikungunya virus,2,2,6,3,3
SRR5284507,37124,species,Chikungunya virus,2,2,9,333,333
ERR14909174,37124,species,Chikungunya virus,2,2,9,2258,2258
SRR24949365,37124,species,Chikungunya virus,2,2,9,1391,1391
SRR9176850,37124,species,Chikungunya virus,2,2,5,8,8
SRR32120140,37124,species,Chikungunya virus,2,2,9,378,378
SRR3503471,37124,species,Chikungunya virus,2,2,7,314,314
SRR25757204,37124,species,Chikungunya virus,2,2,9,274,274
SRR28197059,37124,species,Chikungunya virus,2,2,9,1219,1219
SRR19088098,37124,species,Chikungunya virus,2,2,9,458,458
SRR13345916,37124,species,Chikungunya virus,2,2,9,23,23
ERR9353933,37124,species,Chikungunya virus,2,2,9,339,339
SRR29451293,37124,species,Chikungunya virus,2,2,9,396,396
SRR13346048,37124,species,Chikungunya virus,2,2,9,77,77
SRR26394571,37124,species,Chikungunya virus,2,2,9,243,243
ERR3713873,37124,species,Chikungunya virus,2,2,9,212,212
SRR18095856,37124,species,Chikungunya virus,2,2,9,1317,1317
SRR26454056,37124,species,Chikungunya virus,2,2,9,280,280
SRR394627,37124,species,Chikungunya virus,2,2,9,331,331
SRR10307419,37124,species,Chikungunya virus,2,2,5,188,188
SRR10359918,37124,species,Chikungunya virus,2,2,5,210,210
ERR13193710,37124,species,Chikungunya virus,2,2,9,501,501
SRR32577183,37124,species,Chikungunya virus,2,2,9,460,460
ERR13917363,37124,species,Chikungunya virus,2,2,9,26,26
SRR13345902,37124,species,Chikungunya virus,2,2,9,23,23
SRR6260625,37124,species,Chikungunya virus,2,2,9,273,273
ERR11552047,37124,species,Chikungunya virus,2,2,9,327,327
SRR18324548,37124,species,Chikungunya virus,2,2,9,398,398
ERR14057777,37124,species,Chikungunya virus,2,2,9,141,141
SRR16767791,37124,species,Chikungunya virus,2,2,9,567,567
SRR25585089,37124,species,Chikungunya virus,2,2,9,401,401
SRR26918302,37124,species,Chikungunya virus,2,2,9,180,180
ERR8521548,37124,species,Chikungunya virus,2,2,9,469,469
SRR26117491,37124,species,Chikungunya virus,2,2,9,5446,5446
SRR11805704,37124,species,Chikungunya virus,2,2,5,582,582
SRR12361099,37124,species,Chikungunya virus,2,2,9,57,57
SRR29833422,37124,species,Chikungunya virus,2,2,9,291,291
SRR26044643,37124,species,Chikungunya virus,2,2,9,421,421
SRR27388288,37124,species,Chikungunya virus,2,2,9,239,239
SRR9176868,37124,species,Chikungunya virus,2,2,5,5,5
SRR30006456,37124,species,Chikungunya virus,2,2,9,353,353
SRR32815175,37124,species,Chikungunya virus,2,2,9,378,378
ERR10855817,37124,species,Chikungunya virus,2,2,9,418,418
SRR10752035,37124,species,Chikungunya virus,2,2,5,45,45
ERR14909146,37124,species,Chikungunya virus,2,2,9,1865,1865
SRR31918885,37124,species,Chikungunya virus,2,2,9,1132,1132
